title,artist,lyrics,genre
stockholm syndrome,muse,stand way let hatred grow shell scream shell shout shell pray name yeah name hold back let anger rise well fly well fall well burn one recall one recall last time ill abandon last time ill forget wish could look stars let hope burn eyes well love well hope well die avail avail last time ill abandon last time ill forget wish could last time ill abandon last time ill forget wish could wish could ,rock
kangaroo heart,archie bronson outfit,oh oh oh release me know oh release me splitting head two oh tease me know do got reach knows want always want oh release me walking arab state oh release me cant bear anything spare anything oh tease me know do got reach knows want run words give run things say heart still beats towards heart still beats towards oh release me heart beats lost reason started followed oh tease me know got reach knows want run words give run things say heart still beats towards heart still beats towards want always want ,rock
modern crusaders,enigma,look back time come pain turns love were submissive were aggressive think cant defend stand up join us modern crusaders alive power face future cause fighters fighting rights theyre accusing like always without knowing fiction truth mission passion dare tell us whats bad whats good stand up join us modern crusaders alive power wholl face future cause fighters fighting fights est affectus et defectus semper angaria quod per sortem sternit fortem mecum omnes plangite nunc obdurat et tunc curat ludo mentis aciem egestatem potestatem stand up join us modern crusaders alive power wholl face future cause fighters fighting fights stand up join us modern crusaders alive ,new age
scotch and soda,kingston trio, scotch soda mud eye baby feel high oh me oh my feel high dry martini jigger gin oh spell got in oh my feel high people believe me theyll think im braggin could feel way still wagon need one smiles sunshine eyes oh me oh my feel high people believe me theyll think im braggin could feel way still wagon need one smiles sunshine eyes oh me oh my feel higher kite fly give lovin baby feel high ,rock
barbie doll,jack ingram,j ingram/t snider see looking know think getting braver every drink telling something need know may look like sweet young thing talking aint hearing thing smart turn around let go girls barbie doll barbie doll real goodlooking got heart puts makeup drives bar boyfriends old mans brandnew car got idea whatever wants guess whatever comes first whatever looks best nobody know ever seen cry seen last saturday night friend mine treating right hanging found better deal seen cold got buddy asked said nobody know swears even real ,country
house of smoke and mirrors,matthew good,theres house theres doorway locked lights anyway loosely reconditioned refined last grasp life worth living standard shoes whats left lines see right hey ive thinking get tonight get car start driving fuck cant take joke right ive fallen asleep wake think know why ive asleep years see right ,rock
the locomotion,little eva,everybodys brandnew dance know get like give chance little baby sister easier learning abcs come on come on locomotion gotta swing hips come on baby jump jump back well now think got knack wow wow it lets make chain chuga chuga motion like railroad train nice easy now lose control little bit rhythm lot soul come on come locomotion yeyeyeyeah move around floor locomotion holding hands get notion theres never dance thats easy even makes happy feeling blue come on come on locomotion gotta swing hips thats right fine come on babe hmhmhm jump jump back looking good hmhmhm jump jump back yeah yeah yeah ,rnb
show you how,the killers,one saved message listen messages press one ch first saved message message sent yesterday 10:41 pm ha gotta tell ya ill make better know theres somethin needed say out though maybe better alone know ill make home told sweet thang run labour shoes touch til follow love wanna help maybe better alone wanna show walked make said want never alone wanna show maybe somethin uncool wanna make sing uh uh oh uh uh oh uh uh oh ,rock
on the wings of the firebird,domine,want climb highest peaks universe reach tallest mountains moon set soul fire transcend world nothing imagination running mad extreme want fly wings firebird need burn distance leave old world flesh soon consumed crazy smoke endless source power eternal fire im breathing voice burning tongue sun licking summon fire elementals ones im keeping inside call imagination rise shine make life burn burn tempest fire cleansing soul burn burn wind volcano scorching core stop im flying high higher wings firebird summon fire elementals ones im keeping inside call imagination rise shine awake make life burn burn tempest fire cleansing soul burn burn wind volcano scorching core stop im flying high higher wings and burn burn tempest fire cleansing soul burn burn wind volcano scorching core stop im flying high higher wings firebird ,rock
the price,twisted sister,long wanted dream come true approaches cant believe im ive tried oh ive tried life yes life thought knew oh price gotta pay games gotta play makes wonder worth carry cause game gotta lose though life gotta choose price life done time seems frozen mind fooled days pass discover destiny cant ruled hard times oh hard times prize yes prize thought knew oh price gotta pay games gotta play makes wonder worth carry cause game gotta lose though life gotta choose price life done oh price gotta pay games gotta play makes wonder worth carry cause game gotta lose though life gotta choose price life done ,metal
when did i become such a bitch,nerina pallot,sears roebuck 1957 last life good girls would go heaven ive strangeness queer propensity twisting knife easily think im getting better im getting worse think ive got made impossibly cursed become bitch let happen know become bitch used niiiiiice like sickness im powerless stop boring life little heart made misanthropic give reasons give therapy think im getting better im evil think ive got fixed hear familiar refrains become bitch let happen know become bitch used nice well used alright hate everyone everything time cruel cause pleasure get wicked tongue helps forget foolish ways cause good fucking boring la la la boring think im getting better im getting worse think ive got made impossibly cursed think im better im worse yes think im better find im cursed become bitch let happen know become bitch used nice upon time oh become bitch let happen know become bitch used nice well used alright ,pop
caterine,antonio orozco,letra musica: antonio orozco olor sudor whisky carmin cuatro distinguir si habla algun alquiler cara vista contraluz piel morena nombre caterine dulce charla sonreir casi desnuda dejarte ver esconde tras mujer cuenta mirada perdida amor papel distintos besos almibar salen boca mientras vuelve loca temblando si tocan falsedad suspiros control calidad provoca rebota boca cambia caricias majestad movil nuevo despertarse loca rebota boca esconde verdades pueden ver lamento cien suena pensando subira piensa sonando volvera piel morena nombre caterine casi veinte parecen cien aroma viejo almacen luz verde deja ver cuenta caricia fria recuerda volver distintos besos almibar salen boca mientras vuelve loca temblando si tocan falsedad suspiros control calidad provoca rebota boca cambia caricias majestad movil nuevo despertarse loca ,latin
in my head,queens of the stone age,cruelest joke play im high run place line separate keep playin favorite song turn gone ive got head head need thing ive got cant seem get enough collide one embrace hurry & wait forever hurry & wait forever ,rock
tel que tu es,charlotte gainsbourg,quand tu ten vas que tu nes pas presse ton corps se balance sans importance tel que tu es sans dire un mot sans effort tu te moques du decor tu es de temps en temps tel que tu es tu ne sais pas ce que lon dit de toi tu ten fous surtout ny change rien tel que tu es one tell say next blessed%3f maybe sometimes come ,pop
lord of the thighs,aerosmith,knows who socialize im waiting girls call eyes got way make man honey got understand im man child lord thighs well well lordie god got here flashin cross floor make perfectly clear bait hook someone bound take look im man child lord thighs must come find it got look eyes although really mind lord thighs must come find baby got look eyes although really mind lord thighs ,rock
hors la vie,benjamin biolay,lentement mais surement decline outrageusement forcement oui forcement prend son temps pense au temps davant sous le feu du firmament qui nous marque au fer blanc joue la comedie hors la vie marche sous la pluie joue la comedie hors la vie sonde linfini lentement mais surement approche du neant forcement oui forcement est a cran a court de carburant est de pauvres gens pas plus forts et pas plus grands joue la comedie hors la vie marche sous la pluie joue la comedie hors la vie sonde linfini ,pop
the girl from back then,kings of convenience,sat said i want suffer told nothing offer more sat said i want suffer told nothing offer more know know then ,rock
original sin,elton john,oh carnival night theyre stringing lights around hanging paper angels painting little devils roof oh furnace wind flickering wings face cloud incense yea smells like heaven place cant eat cant sleep still hunger look face eyes sinful pleasures deep inside tell how know now ways means getting underneath skin oh always original sin tell why shudder inside every time begin dangerous game oh always original sin dream fly moment open eyes dream riddle ghosts every corner life balcony romeos bleeding hand blowing theater kisses reciting lines understand ,pop
falling over me,demi lovato,im standin center room im watchin boys follow girls perfume mmm assume ohh except distance standin flower wall room still were fall names brought us simply fade away falling everything need im hoping im waiting im praying one im hoping im waiting im praying one cant believe night turned day used line supposed say mmm yeah names brought us now thank falling got knees im hoping im waiting im praying one wait follow im stay long were promised tomorrow promise today ill wait ill wait falling got knees yeah im hoping im waiting im praying one im hoping im waiting im praying one one ,pop
bastards of a lying breed,amon amarth,bastards lying breed ruled us long truth lies right wrong moral preached immoral fucks feel despise lie fucking cunts tare inside sons die abuse giving us blame easy paths one choose road lead pain trying control mind strip free way force go blind surely get killed mind free soul cant put chains play welladjusted role bow head shame throw stones guilt point finger curse name scapegoat never take blame were trial serve crime pay mistakes way well time chains lies break censorship cant stop truth speak straight heart nothing well tare souls apart see us rise were strong well crack fucking teeth feed twisted tongue cannot breathe fury makes eyes see red burns within hearts soon stone cold dead well tare souls apart ,rock
like a movie,vybz kartel, chimney motion pictures presents flash flash film flash flash film flash flash film ey like movie gyal start show baby girl yuh whine soh groovy nuh deny like america yuh love nuh wah fi lost nuff gyal wah give di knowledge alone tek mi groovy alone nah face di music no baby whine motion picture whine yuh waist fi addijah di teach gyal fret nah hav cab fare star show soh must get rich without rehearsal lockdown di scene capture di award whining queen yuh badda dan gabrille union even angelina jolie like movie gyal start show baby girl yuh whine soh groovy nuh deny like america yuh love nuh wah fi lost nuff gyal wah give di knowledge alone tek mi groovy alone nah face di music no baby watch inna mi flatscreen box hbo cinemax showtime fox gyal waistline go gast di runna dem weh di tracks pan sportsmax baby drop di floor dat badda dan kill bill part 4 yuh badda dan uma thurman lucy liu drew barrymore like movie gyal start show baby girl yuh whine soh groovy nuh deny like america yuh love nuh wah fi lost nuff gyal wah give di knowledge alone tek mi groovy alone nah face di music no di one whine pan yuh toe point yuh nah drop keep holdin gyal forever mi baby wah hold yuh dis cya real must scene di cinema di nickelodeon like movie gyal start show baby girl yuh whine soh groovy nuh deny like america yuh love nuh wah fi lost nuff gyal wah give di knowledge alone tek mi groovy alone nah face di music no alone nah face di music like america deny mi love yuh come whine fi teacha whine chimney motion pictures like movie ,reggae
jambalaya ,leon russell,goodbye joe gotta go oh oh gotta go pole pirogue buyou yvonne sweetest one oh oh son gun well big fun buyou jumbalaya crawfish pie file gumbo cause tonight im gonna see machez mio pick guitar fill fruit jar gay oh son gun well big fun buyou thibodeaux fontainbleau place buzzin kinfolk come see yvonne dozen dress style go hog wild oh oh son gun well big fun bayou jumbalaya crawfish pie file gumbo cause tonight im gonna see machez mio pick guitar fill fruit jar gay oh son gun well big fun buyou jambalaya acrawfish pie anda fillet gumbo cause tonight im gonna see machez mio pick guitar fill fruit jar gayoh son gun well big fun bayou son gun well big fun bayou son gun well big fun bayou ,country
mistadobalina,del tha funkee homosapien, mistadobalina mistabobdobalina mistabobdobalina quit really make sick ya fraudulent behavior gonna make flip army save ya behave ya little rugrat take little tip tabloid know im paranoid say saw ya tryin mock crew mission tryin hawk happenin ya fraudulent foes used front big time suppose everythings cool since style apparel adopted used make fun wanna rock gotta kick homies del already hip cronies cmpx thought never seen brother could look like mista mista mistadobalina ooooo ooooo mistadobalina thought ya could manipulate thought could fool ooooo ooooo mistadobalina _ put stump schooled friends fraudulent wait see first moneygrip stole honeydip mistadobalina serpent agree little twotima resembles aunt jemima jeans dirty white hoodie seems like snake would disguises come sizes shapes notice facade snakes catch vapes even though last year gq took little time del could see mask ask _ kwame man responded would bomb fraudulent foe strength hercules way ya dick must really hurt ya knees need take heed quit groupie ever since little show guadeloupee neva saw groupie like funny ya wanted crew del clowns jesters would suggest ya try impress uncle fester dobolina ya impress dobolina style dress key dobolina mind heart start remembering ya gotta pay fee dobolina ,rap
good girl gone bad,rihanna,stay moving around low ask us went know care know home cause left us got bus got gone left us alone club freaky dress cats want keep dress tryin get enough drinks system take tele make victim controlling brain ball play face shake spot another case easy good girl gone bad weve gone theres belief weve gone forever reason reason better learn treat us right cause onces good girl goes bad die forever hes staying flock oh yeah got girl home care care hell keep home let go nowhere thinks im home gettin im finding numbers jacket pockets chicks calling house stop getting control finally cant take met stairs saying end packed bag left best friend easy good girl gone bad weve gone theres belief weve gone forever reason reason better learn treat us right cause onces good girl goes bad die forever stay moving around low ask us went know care know home cause left us got bus got gone left us alone easy good girl gone bad weve gone theres belief weve gone forever reason reason better learn treat us right cause onces good girl goes bad die forever weve gone forever weve gone forever ,pop
boys,britney spears feat pharrell williams,whatever reason feel like ive wanting life understand im glad were place time spotted dancin made girls stare lips brown eyes sexy hair shake thang make world want tell boys back wanna see would take leave me tryin sound conceited meant sexy guy im nice girl lets turn dance floor little nasty world boys sometimes girl needs one boys love hold boys girl one boys control took boy dance floor screaming ear musta said somethin bout cuz hes lookin lookin sexy attitude way boys movin puts mood ouw would take leave me tryin sound conceited meant sexy guy im nice girl lets turn dance floor little nasty world boys sometimes girl needs one boys love hold boys girl one boys control tonight lets fly boy fear theres time lose next week may see boy make move boys sometimes girl needs one boys love hold boys girl one boys control come lets fly night oh boy tonight huggin me make sure hold tight lets head stars get nasty boys sometimes girl needs one boys love hold boys girl one boys control cant live em cant live without em ,pop
hatred is contagious,filter,haunted voices feel dead unconscious pain hate become process spreads watches hatred contagious hatred contagious breaks takes pride makes alive crosses losses tombstones make fossils pain hate become bosses spreads watches hatred contagious hatred contagious breaks takes pride makes alive hatred contagious hatred contagious breaks takes pride breaks built lies makes alive alive ,rock
everytime,britney spears,notice take hand strangers love strong carry without me everytime try fly fall without wings feel small guess need baby everytime see dreams see face haunting guess need baby make believe way see clear done seem move easy everytime try fly fall without wings feel small guess need baby everytime see dreams see face haunting guess need baby may made rain please forgive weakness caused pain song sorry ohhhh night pray soon face fade away everytime try fly fall without wings feel small guess need baby everytime see dreams see face haunting guess need baby ,pop
lobodomy,children of bodom,slashes slashes dust dust blade hand kill you might forget falling poor distant punks tell ill see pain see trunk really thought came gutters forlorn tamed im end of rope tying dreaming might hallucination shit dare look me im pshyco freak motherfuckers wanna give me lobodomy fuck no know am well were fucking see started messin death one said im maniac fuck yeah power ask why give turn talking bodom mouth night bark scream shout really thought came gutters forlorn tamed motherfuckers wanna give me lobodomy fuck no know am well were fucking see started messin death one said im maniac fuck yeah power ask why give turn ill never give fuck poor bridges burnt fuck no fuck shit then would let go ,metal
next girl,the black keys,well look cake aint always taste exgirl beautiful face wanted love girl could love oh next girl nothing like exgirl made mistakes back ill never next girl shell nothing like exgirl painful dance got second chance oh beautiful face wicked way im paying beautiful face everyday work much time think hard might lose mind oh next girl nothing like exgirl made mistakes back ill never next girl shell nothing like exgirl painful dance got second chance oh next girl next girl ,rock
try again,big star,lord ive trying lord ive trying could time gets little harder feel pain ill try lord ive trying understood lord ive trying would time gets little harder feel pain ill try ,rock
per elisa,alice,per elisa vuoi vedere che perderai anche me per elisa non sai piu distinguere che giorno e e poi non e nemmeno bella per elisa paghi sempre tu e non ti lamenti per lei ti metti coda per le spese e il guaio e che non te ne accorgi con elisa guardi le vetrine e non ti stanchi lei ti lascia e ti riprende come e quando vuole lei riesce solo farti male vivere vivere vivere non e piu vivere lei ti ha plagiato ti ha preso anche la dignita fingere fingere fingere non sai piu fingere senza di lei senza di lei ti manca laria senza elisa non esci neanche prendere il giornale con riesci solo dire due parole noi un tempo ci amavamo con elisa guardi le vetrine e non ti stanchi lei ti lascia e ti riprende come e quando vuole lei riesce solo farti male vivere vivere vivere non e piu vivere lei ti ha plagiato ti ha preso anche la dignita fingere fingere fingere non sai piu fingere senza di lei senza di lei ti manca laria vivere non e piu vivere per elisa con elisa ,pop
segundo asalto,love of lesbian,maldita nieve de este largo enero nos cubre el hielo de un silencio aterrador mejor lo rompo yo las pocas fuerzas las empleo hablando palabra dura que ametralla tu interior parte el bloque en dos ya empezo el segundo asalto esperare el gran impacto golpea bien hazlo bien aun hay mas es algo extrano quien te ayuda lo rechazas sin pensar conmigo haras igual ya empezo el segundo asalto esperare el gran impacto golpea bien hazlo bien se que tu reinado es falso ves que yo lo senalado ya soy tu gran incomodidad se que si hacemos algo el hielo durara mil anos crees que alguien nos encontrara ganas tu el segundo asalto lo haces sin mover tus brazos esto si fue un gran impacto golpeas bien lo haces bien aun hay mas cuenta mil pasos ahora doblas la distancia sumas cien lo estas oyendo bien lo entendido bien lo entendido bien ,rock
state of the union,rise against,were flagship peace prosperity were taking water fuckin sink one seems notice one even blinks crew left passengers die sea countdown end equality invitation wont extend ready aim pull trigger now time firmly secure place hell state union address reads war torn country still mess words: power death distorted truth read lines red white blue place hell guilty graves read years family nothing stop murder people like us ,rock
dealing ,eric roberson, go feelings longing near knowing dealing must bad things always feel good cant stay away thought situation understood still mean okay go feelings longing near knowing dealing cant memories erased must yearn kiss first moment were face face reminds much missed go go feelings longing near knowing dealing morning comes time us go separate ways night done wanting hold onto ooooh sun wish could push away cause well know show day go feelings longinh near knowing dealing need know gooooo oh know walk away something keeps telling one mo day maybe im patience one day would change yeaaaah ill wake morning everythings different play simple game ,rnb
wrapped,ultraspank,hold light arms wrapped around breathe gold cold hold light hold light arms wrapped around breathe gold cold could want could need could feel could see damn safe bought better life gave reward worse hand never dealt worse hit never felt damn safe back paid price back bought better life told light see might offer forgiveness think id forget this could want could need could feel could see bought better life gave reward worse hand never dealt worse hit never felt hold light arms wrapped around think so ,rock
ghettomusick,outkast,whoo tie up tie cut up let find find way find way get out wit out hit dig in dig out get ghettomusick ghettomusick find way get in fit ghetto get out wit dime ghettomusick ghettomusick climbing hole frown face place be time ghettomusick stay outkast know play round feet stank like stank cant swallow dat battleship sunk wish grandma could see us find way get out wit out hit dig in dig out get ghettomusick ghettomusick find way get in fit ghetto get out wit dime ghettomusick ghettomusick want know feel feeling good feeling great feeling great feeling good you want know feel feeling good feeling great feeling great feeling good you hot tub add bony tony grandmama ettamay show smooth operator dominator state georgia hip hops destroy ya leave mother fucker open like foyer dirt come paranoia although jacked disrespect technique sweat meet wipe sweat fight shit flush waste pipes life flow deep ground purpose surface earth plan it standards trust purpose campaign vein lame fame people obtain ought detained hip hop sheriff locked possibility getting cause shit make killing ears peers hear end near fear disappear reappear fresh new light hope peaceful cloudy cause gotta fight like fight like ghettomusick stay outkast know play round feet stank like stank cant swallow dat battleship sunk wish grandma could see us find way get out wit out hit dig in dig out get ghettomusick ghettomusick find way get in fit ghetto get out wit dime ghettomusick ghettomusick want know feel feeling good feeling great feeling great feeling good you want know feel feeling good feeling great feeling great feeling good you ,rap
torquemada,pig destroyer,experimentation roadblock let us halt goosestepping absurd sexual revolution please explain fascist math equation converting first person worship third person lechery show god making stretch preferences across moral chopping block would love cum motherfucking face ,metal
honey,bobby goldsboro,see tree big grown friend long big laughed got mad first day planted twig first snow came ran brush snow away die came runnin excited slipped almost hurt laughed til cried always young heart kinda dumb kinda smart loved surprised puppy kept christmas eve two years ago would sure embarass came workin late cause would know shed sittin cryin sad silly late late show honey miss im good id love could wrecked car sad afraid id mad heck though pretended hard guess could say saw hugged neck came home unexpectedly caught cryin needlesly middle day early spring flowers bloom robins sing went away honey miss im good id love could one day home alone angels came memories honey wake nights call name lifes empty stage honey lived honey played love grew small cloud passes head cries flower bed honey loved see tree big grown friend long big laughed got mad first day planted twig ,rock
breaking up again,accept,wakin monday mornin sundayd gone reachin alone sit breakfast table tables set two thing evry morning silly things ooh know ill never could give way gave ooh try find keep playin evry song played feel like breakin thing gotta live take im waitin till never know id seen goin walkin door way knowin cant take ooh know ill never could give way gave ooh try find keep playin evry song played feel like breakin ,rock
windstill,keimzeit,hab gut geschlafen und bin fruh schon auf nur um dich zu sehn nehm ich das kauf hab dich noch gut erinnerung taufrische morgendammerung die geschichte von ich weiss wie es funktioniert kannt dich nicht hab dich nur angestiert du hast mich total trance gebracht ich bin schnell nicht wieder aufgewacht als kinder sind wir dir hinterher gerannt haben locher mit ner lupe satin gebrannt wir haben dabei sehr viel larm gemacht spater hat man uns deswegen ausgelacht die kindheit ist nicht langer als ein augenblick walzertanzen 1 2 3 und dann zuruck hor endlich auf dir dein gesicht zu schminken lass uns bis zum fruh morgen slimowitz trinken und sollt ich irgendwann einmal auf nem leuchtturm stehn die schiffe den hafen fahrn und rausfahrn sehn denk ich dich und plotzlich fallt mir ein warum kann ich nicht wie die schiffe sein schiffe sind schlank und werden niemals dick soldaten zogen los und kehrten nie zuruck ich mocht gern wissen wer die karten teilt fur dieses spiel und wie lange er bleibt ,blues
procuro olvidarte,falete,procuro olvidarte siguiendo la ruta de un pajaro herido procuro alejarme de aquellos lugares donde nos quisimos enredo en amores sin ganas ni fuerzas por ver si te olvido llega la noche de nuevo comprendo que te nenecito procuro olvidarte haciendo en el dia mil cosas distintas procuro olvidarte pisando contando las hojas caidas procuro cansarme llegar la noche apenas sin vida al ver nuestra casa tan sola callada se lo que haria lo que haria por que estuvieras tu porque siguieras tu conmigo lo que haria por sentirme asi por vivir asi perdido ,jazz
mil mariposas,presuntos implicados,aprender cantar desgranar racimo voz entrega envuelto papel celofan preciado regalo navegar silencios nunca nadies escucho optar miles notas dame mano cogere voz mil mariposas dame voz alcanzare mil mariposas esforzare andar versos prohibidos susurrar herir si dormido ser parte hablarte amigo llevare tan lejos alcanze voz optar miles manos oh miles notas ,latin
fairies wear boots,black sabbath,goin home late last night suddenly got fright yeah looked window surprised saw fairy wear boots dancin dwarf right now yeah fairies wear boots gotta believe yeah saw it saw it tell lies yeah fairies wear boots gotta believe saw it saw two eyes right now yeah fairies wear boots gotta believe yeah saw it saw it tell lies yeah fairies wear boots gotta believe saw it saw two eyes right now went doctor see could give said son son gone far cause smokin trippin do yeah ,rock
getting down,the kills,going five want know spirits alive want know im getting awkard moments im getting sour kiss im getting rumors back car im getting signal get top signal want want stop could could crash could could burn burn could take could could take take turns getting im getting new vocation im getting cute cut wrist im getting kisses crossstitches im getting heres message old coat pocket spirits alive want know im getting young drunk lovers im getting oneway pact im getting city pity im getting ,rock
goodbye george,van morrison,goodbye george george goodbye goodbye gotta go bad goodbye goodbye goodbye goodbye come anumber fortyfive argentina baby goodbye ,rock
week in_ week out,dubstar,feeling face find hard say word ways thats ok smile bravest face look eyes theyre trying pin save see smile bravest face care ,rock
magic,bruce springsteen,tryin find way home heard drone bouncing satellite crushin last lone american night radio nowhere anybody alive there radio nowhere anybody alive there spinnin round dead dial another lost number file dancin dark hole searchin world soul radio nowhere anybody alive there radio nowhere anybody alive there anybody alive there want hear rhythm want hear rhythm want hear rhythm want hear rhythm want thousand guitars want pounding drums want million different voices speaking tongues radio nowhere anybody alive there radio nowhere anybody alive there anybody alive there driving misty rain searchin mystery train boppin wild blue tryin make connection radio nowhere anybody alive there radio nowhere anybody alive there anybody alive there want feel rhythm want feel rhythm want feel rhythm want feel rhythm want feel rhythm want feel rhythm want feel rhythm want feel rhythm ,rock
saturday saviour,failure,im never gonna say words want im never gonna feel shame like im never gonna stretch shape need day cause wanna saturday saviour saturday saviour saturday saviour imposter bed wake please im never gonna make feel satisfied im never gonna feel pain like wish would im never gonna open wanna wanna im never gonna break apart quite like im never gonna long life way im never gonna push cause take cause want ,rock
withering heights,ryan adams & the cardinals,hard without lying bed much without rattles head empty drum filled doubt everything lose always come find way every night lonesome longer nothing really matters anymore hard without used saying feel hungry stinging storm inside ribs thunders nothing left say even really wonder were like book every page torn nothing really matters anymore hard call thunders bones streets first saw everything new colorful gotten darker every day lesson things went right nothing really matters anymore hard without everyday find another little thread silver waiting wake place pillow see empty space beside remember feel empty feel tired feel worn nothing really matters anymore ,rock
find my love,fairground attraction,cats cryinggates slammingthe wind howling round house tonightim lonely boat seawhen night black tide highohon nights like feel like falling kneesi feel like calling: heavenpleasefind lovefind lovefind lovefind lovei turn dial radio trying find night stationi want hear song knowa song situationohon nights like feel like falling kneessomewhere must boy girlcould b eanywherecould next door side worldcall radiogive numbertell put theairthere must someonethere must someone like mesitting lonely boat thereohfind lovefind lovefind loveohfind lovefind lovefind love ,pop
imparable,tommy torres,agil agua fuerte viento duro tiempo niegas entrada tantas veces vivo intento imparable contigo indomable siento intocable corazon busco alejo quiero tantas hormonas ganan batalla miedos imparable contigo indomable siento intocable corazon corazon imparable ti soy inexplicable sentimiento inalcanzable corazon imparable contigo indomable siento intocable corazon corazon ,latin
de luna a sol,panteon rococo,que dificil fue decir adios dejar que se partiera este amor en dos kminar por la ciudad pensando en los recuerdos cada cosa al pasar redimia ty que tristeza sido amarte asi desde lejos sintiendo morir por ty entender que jamas podriamos estar juntos en la torre de babel yo perdi que dificil fue decir adios dejar que se partiera este amor en dos caminar por la ciudad pensando en los recuerdos cada cosa al pasar redimia ty que tristeza sido amarte asi desde lejos sintiendo morir por ty entender que jamas podriamos estar juntos en la torre de babel yo perdi de sol luna de luna sol sigo atrapado en los reproches por dejarte ir de sol luna de luna sol mis amigos juran que loco volvi pero entienden que pesar del pasar del tiempo es mi deseo dia dia pensar en ty tu sabes nono sabes que este sentimiento sigue esperando volver por volverte que tristeza ha sido esperarte aqui sin tener una cervesa de cuando volveras pero que ingenuo que inocente pero que tonto fui al pensar que en otros brazos te podria olvidar ya se que hacer con esto que siento pues sigue lastimando tan profundo el corazon ya se por cuanto tiempo tengo que aguantar cuando intentado tantas veces sin poderlo lograr pero te olvido consigo olvidarte consigo ser feliz te olvido consigo olvidarte consigo ser feliz de sol luna de luna sol sigo atrapado en los reproches por dejarte ir de sol luna de luna sol mis amigos juran que loco volvi de sol luna de luna sol kisiera estar entre tus brazos olvidar lo que paso de sol aluna de luna sol de sol luna de luna sol kisiera estar entre tus brazos olvidar lo que paso x ,reggae
never be,raunchy,tried forget pretend never never would ever tried regret good never could never tried forget you pretend never never would never ,metal
welcome home,coheed and cambria,could wanted honest get ground choked surest favors really loved me would endured reign well just presumed whore sheeps clothing fucking do stop never see life hang glory right hand lay rest love ever long truth shores confession seem take premise souls stormed scar armada like jesus played letter ill drill hands stone curse blamed me love devotion ill die sleep could rat out never miswarn happy become true option rinse it condemn demon raiding love hang glory right hand lay rest love ever long truth shores confession seem take premise songs one last kiss you one wish till you please make mind girl id anything you one last kiss you one wish till you please make mind girl hope die ,rock
rider of storm,leverage,trying tell cant anyone know better know must find way go noone else pave trying please keep harms way ever make distance across storms lifes sea lift sails need hindsight need magic need preachers way get mind together keep strong lost face rider storm whatever lies ahead bring bold untamed rider storm keep eye winds luck turning one day theyll blowing way knocked down turn cheek find way get even try keep every way give em hell push go ride storm rider storm rider storm ,rock
skylark,boz scaggs,skylark anything say me tell love be meadow mist someones longing kissed skylark seen valley green spring heart go ajourneying shadows rain blossom covered lane lonely flight heard music night wonderful music faint o wisp crazy loon sad gypsy serenading moon oh skylark know find things heart riding wings see anywhere lead there lonely flight heard music night wonderful music faint o wisp crazy loon sad gypsy serenading moon oh skylark know find things heart riding wings see anywhere lead there oh skylark know find things ,jazz
happy valentines day,outkast, name cupid valentino modern day cupid want say one thing happy valentines day every day 14th think yall heard me wanna say happy valentines day every day 14th yall dig that arrows penetrate see cupid grabs pistol shoots straight heart miss you thats alright cause yall believe anyways but ya believe me would fancy leprechauns groundhogs thank you easter bunny happy valentines day every day 14th cupid knocks door cant ignore me theres need run so happy valentines day every day 14th may wrong see know loves mean well well somebody tell me cuz believe me ya believe me would fancy leprechauns groundhogs thank you easter bunny happy valentines day every day 14th know hearts grown cold bothers understand cause use bad boy day know trying protect lil feelings cant run away oooh ooh ya believe me would fancy bunny well keep runnin player cause got good shoes got em tied tight so going find tonightttttttttt got sweet lil darling back corner know love her act like want surrounded lonely yet feel like loner could organ donor way give heart never know shit never tell her ask feelings id holla irrela get caught jello gella puddin pops others opt call falling love record ever rode horse would like take pluto said of course aint sweety indeedy endorse hans solo till im hit bullet may force you ill hit better time permits now give examples shit know profession im in know me could friend happy valentines happy valentines happy valentines day happy valentines day ,rock
roll of the dice,bruce springsteen,well ive losin gambler throwin snake eyes love aint got downhearted know around corner lies fools paradise another roll dice elevens sevens comin sixes nines since fell baby comin changin times theyre waitin rise another roll dice ive stumbled know made mistakes tonight im gonna playin stakes well never late come girl tables waiting lady luck well tonight well celebrating drinkin champagne ice another roll dice highrollers lay bets ill raise em well know odds aint favor maybe im clown throwin lookin come busted im thief house love cant trusted well ill makin heist another roll dice another roll dice move come seven roll baby fools heaven ,rock
brigitte,stereolab,envie de boire et de fumer envie de boire envie daimer brigitte brigitte jai envie de vous copier brigitte brigitte brigitte brigitte vous mepatez indispensable brigitte vous sentez les choses toutes faites de colere toutes faites de controle mysterieux et intime savoir que le meilleur reste encore a venir indispensable brigitte vous sentez les choses vous pouvez faire mal comme vous savez donner brigitte brigitte jai envie de vous copier brigitte brigitte brigitte brigitte vous mepatez brigitte brigitte jai envie de vous copier brigitte brigitte brigitte brigitte vous mepatez nous ne pourrons jamais combler quune infime partie de la vie des gens nous ne pourrons jamais combler quune infime beau dire tout est question de reflet folle vous le paraissez tres certainement aux cotes des honnetes gens nous ne pourrons jamais combler quune infime partie de la vie des gens nous ne pourrons jamais combler quune infime partie de la vie des gens beau dire tout est question de reflet folle vous le paraissez tres certainement aux cotes des honnetes gens ,rock
