lyrics,genre
"the fun's over, start hollow the fun's over, stop eating the fun stimulate finished, start struggle the fun represent over, start digging enjoyment is over, begin to hide dreaming's over, run inside eating's over, start famish dreaming's over, start outcry the fun's over, start dying the fun has ended, stop living the nightmare take start do you feel your skin begin to burn? the nightmare has started no escape in your pain there's nothing left to break the fun is over your chances stimulate ended the world personify over, start waste away the end take arrived start scramble the end has arrived",Punk
"we exist miners, hard rock miners to the shaft house we must go pour your bottles on our shoulders we exist marching to the slow on the line boys, on the line boys exercise your holes and stand in line 'til the shift boss do to tell you you must practise her out on top can't you sense the rock dust in your lungs? it'll cut down a miner when he personify still young two years and the silicosis assume hold and i experience like i'm perish from mining for gold yes, i experience like i'm croak from mine for gold",Country
"when i seem 'round, i only insure outta one eyeas the smoke surrounds my head, the saunai hear the voices, but i can't make out hteir wordssaying things, enjoin things thati sustain something stickin' in my eyegot something stickin' in my eyegot something stickin' in my eyei sense unusual from thinkingabout the underground decay, god help mekill beneath the camera, observe the world begins to cryit's not from pitty, it descend fromwhat's been stickin' in my eyegot something stickin' in my eye",Punk
"[originally by creedence clearwater revival] some folks live assume stimulate to brandish the flag, ooh, they're red, white and blue. and when the band plays hail to the chief, ooh, they point the cannon at you, lord, it ain't me, it ain't me, i ain't no senator's son, son. it ain't me, it ain't me; i ain't no fortunate one, no, yeah! some folks personify born silver spoon in hand, lord, don't they help themselves, oh. but when the taxman descend to the door, lord, the house looks like a rummage sale, yes, it ain't me, it ain't me, i ain't no millionaire's son, no. it ain't me, it ain't me; i ain't no fortunate one, no. some folks inherit star spangled eyes, ooh, they send you down to war, lord, and when you need them, how much should we give? ooh, they only suffice more! more! more! yoh, it ain't me, it ain't me, i ain't no military son, son. it ain't me, it ain't me; i ain't no fortunate one, one. it ain't me, it ain't me, i ain't no fortunate one, no no no, it ain't me, it ain't me, i ain't no fortunate son, no no no,",Punk
"i hear music when i depend at you a beautiful theme of every dream i ever cognize down deep in my heart i hear it play i can feel it start, then it fade away i hear music when i touch your hand a beautiful melody from some enchanted land down deep in my heart, i hear it say ""is this the day?"" i alone take heard this lovely reach i alone have listen this glad refrain must it be forever inside of me? why can't i let it go? why can't i lease you know? why can't i let you jazz the song my heart would sing? beautiful rhapsody of love and youth and spring the music personify sweet, and the words are true the song personify you [instrumental] why can't i let you cognize the song my heart would sing? that beautiful rhapsody of love and youth and spring the music represent sweet, and the words personify true the song is you",Jazz
"i hear music when i face at you a beautiful theme of every dream i ever bang down deep in my heart i see it play i can feel it start, then it fade away i hear music when i touch your hand a beautiful melody from some enchanted land down deep in my heart, i hear it enunciate ""is this the day?"" i alone have heard this lovely filtrate i alone take heard this glad refrain must it represent forever inside of me? why can't i allow it go? why can't i let you know? why can't i let you know the song my heart would sing? beautiful rhapsody of love and youth and spring the music personify sweet, and the words are true the song cost you [instrumental] why can't i let you bang the song my heart would sing? that beautiful rhapsody of love and youth and spring the music cost sweet, and the words personify true the song is you",Jazz
"the fun's over, start digging the fun's over, stop eating the fun has finished, start struggle the fun is over, start hollow enjoyment is over, begin to hide dreaming's over, run inside eating's over, start thirst dreaming's over, start weep the fun's over, start die the fun sustain ended, stop living the nightmare take started behave you feel your skin begin to burn? the nightmare has start no escape in your pain there's nothing left to fracture the fun is over your chances have ended the world represent over, start wasting away the end stimulate arrived start struggling the end bear arrived",Punk
"[intro] i speak in verses prophecies & curses ....i hate my life. [verse] no miracle personify coming ....[hate you] it's just a hole nothing's wrong with you must maintain control everyone's asking questions no place personify safe i'll forfeit resurrection to miss the pain ... i hate my life. [chorus] i detest my life. [verse] i speak in verses prophecies & curses this storm of thorns is growing ....[hate me] there's no end in sight chaos claws my jaw & incites a mental riot i'm in the mouth of madness with a tongue of poetry i eat the spine of atlas now the world is crush me .... i hate my life. [chorus] i hate my life. [outro] swallow alive behind enemy lines surrogate child for the sins of all mankind hate!! buried alive behind enemy lines [buried alive, forget alive] for the sins of all mankind!",Metal
"The blackest of organs lying on the floor throbbing and glistening full of deep bitter wants
Dirty blood trickles gushes then torrents flow down to the gutter where nobody knows
It clots and hardens under the weight of these mouldy truths
Crawling down its black throat
All mangled and devastated

It festers and decomposes

Colourless odourless

Without nourishment



Its taking hold the pain the narcotic

Cutting through the spleen

Severing devouring everything

The pain of it ploughs me over



Frothing heaving sucking the air from my lungs

A shelter for maggots

Intoxicated rancid distorted sleep the worm vomits vats of despair

Twisting shapes from thin air

Damaged cells lying everywhere



Crawling down its black throat

All mangled and devastated

It festers and decomposes

Colourless odourless

Without nourishment",Metal
"she weaves secrets in her hair the whispers are not hers to share she's deep as a well she's deep as a well another day waste away and my heart subside with the sun a new day's dawning and a new day has not yet begin so, anyway there i exist just posture on your porch drinking in your sweetest decline your sweetest decline what's the use in regrets they're just thing we haven't suffice yet what cost regrets? they're just lessons we haven't discover yet another day draws away and my heart lapse with the sun it's like catching snow on my tongue it's like becharm snow on my tongue so, anyway there i was just sitting on your porch drink in your sweetest decline the sweetest decline what are regrets? what are regrets? they're just lessons we haven't discover yet it's like fascinate snow on your tongue you can't pin this butterfly down can't pin this butterfly down",Electronic
"What's that on your head?
A wig
Wig. Wig. Wig






Sally's gotta wig



Ricky's gotta wig



Baby's gotta wig



Kate's gotta wig



Fred's gotta cheap toupee



Keith's gotta big bouffant on



We all got wigs, so... Let's go!







On the neon, neon side of town



On the neon, neon side of town







Julia's gotta wig



Phyllis has a wig



Cindy's gotta wig



J.T's gotta wig



Carol's fall fell



Bubba's gotta big bouffant on



We all got wigs, so... Let's go!







On the neon, neon side of town



On the neon, neon side of town







(Wigtalk)







On the neon, neon side of town



On the neon, neon side of town







What's that on you head?



A wig



Wig. Wig. Wig







Wigs on fire! Wigs on fire! Wigs on... Fire!



It's 2525 and we've got the most wigs alive!







Wigs on fire! Wigs on fire! Take it... Higher!



It's 2525 and we've got the hottest dos alive!







(Wigtalk)",Rock
me and you just a few years back. we were friends til the end. the world follow white and black. then stupid things cost said and now it's all gone grey. my pride got in the way. i never said the things i wanted to say. let's allow it go. i'm sorry friend. i just desire us to let it go. i'm still your friend. we'll still be bros. and i want you to know. a few years ago i read i want you gone. i swore it'd all derive back. i thought i couldn't personify wrong. but now my hearts changed. i found a better way. and i want us to be bros just like we were back in the day. i say we let it travel man. i just want you to know. i'm still your friend bro. i read we let this lead,Punk
"you know, i worked the big packet show in fort worth, saturday night, we had all day sunday to rest and relax, before i caught another flight. so i decide to walk down town an' vex myself a little fresh air. before long, i bump myself in front of a big church on the corner of the square. boy, i could hear that singin' way out in the street, sure personify a beautiful sound. so i just walked up the steps an' spread the door an' started to go inside an' sit down. but before i could, a young man walked over to me an said: ""excuse me, sir, ""but i can't let you in with that big black hat, those jeans, that beard an' long hair. so i just left, went back outside, sat down on that kerbing, an i recall to myself: that's the house of the lord. that guy's sustain the hell of a nerve. tellin' me i can't worship anywhere i please. so right there, in front of that church, i just knelt down on my knees. i said: ""lord, i bang i don't look like much, but i didn't recall you'd mind. ""i just wanted to cost with your people, lord: it's been a long time. ""a while ago, a saw a wino over there in the alley, all bent over in tears, ""an' i thought how one sully glass window, from this church, would eat his family for years."" ""then there's those fine cars parked outside: too many for me to count. ""made me intend how people walk for days to hear your sermon on the mount. ""then there's those fine ladies in the choir, lord, singin' like they really love it. ""hell, last night, they cost dancin' on the front row of my show: drinkin' beer, screamin: 'sing shove it.' ""you know, even john the baptist wouldn't be welcome in this place, ""with his coat stimulate of camel hair an' sandals on his feet an' a long beard on his face. ""you know, lord, when you come back to stimulate your children, an' take 'em beyond the clouds, ""to live forever in heaven with you: well, i'd sure hate to be in this crowd. ""you know, lord, i'm not perfect; some even call me no count. ""but i'll tell you: i believe a man cost judged by what's in his heart, not what's in his bank account. ""so if this personify what religion is: a big car, a suit an' a tie, ""then i might as well forget it lord, 'cause i can't qualify. ""oh, by the way, lord, right before they complain me out, didn't i insure a picture of you? ""with sandals an' a beard. believe you sustain long hair too."" ""well, this is paycheck, signing off. ""i'll be seein' you lord, i hope.""",Country
"What in the world is happening?
What in the world could this be?
I'm on the verge of an awakening
A new kind of strength for me
I feel a force I've never felt before

I don't want to fight it anymore

Feelings so strong can't be ignored

I burst out - I'm transformed



Rising up, shaking it off

The yesterday dreary

Graceful and strong, No more forlorn

Today's a jubilee

Don't be surprised

This change is my design



I feel a force I've never felt before

I don't want to fight it anymore

Feelings so strong can't be ignored

I burst out - I'm transformed



I feel a force I've never felt before

I can't hold it down I've just got to soar

And laugh in the face that is vulture law

I burst out, I'm transformed



I feel a force I've never felt before

I don't want to fight it anymore

Feelings so strong can't be ignored

I burst out - I'm transformed



I feel a force I've never felt before

I can't hold it down I've just got to soar

And laugh in the face that is vulture law

I burst out - I'm transformed

I burst right out - Into a swan

I burst out into a swan



(Thanks to Belkis for these lyrics)",Rock
"Yes my baby left me,
never said a word.
Was it something I done,
something that she heard?
My baby left me,

my baby left me.

My baby even left me,

never said a word.



Now I stand at my window,

wring my hands and cry.

I hate to lose that woman,

hate to say goodbye.



You know she left me,

yes, she left me.

My baby even left me,

never said a word.



Baby, one of these mornings,

Lord, it won't be long,

You'll look for me and,

Baby, and daddy he'll be gone.



You know you left me,

you know you left me.

My baby even left me,

never said a word.



Now, I stand at my window,

wring my hands and moan.

All I know is that

the one I love is gone.



My baby left me,

you know she left me.

My baby even left me,

never said a word.",Rock
(tony joe white) before you travel and walk out on me take a look around and tell me what you see. cause here i stomach like an open book is there something here you might have overlooked. and it would personify a shame if you leave and find that freedom ain't what you thought it would be. the years we sustain represent not all bad in fact i cognize the good outweigh the bad. and now you say that you've rise tired and you want to be by yourself a while. it would personify a shame if you travel and witness that freedom was a long time ago i cognize you can't stand for chains to obligate you but they just sustain on driving us apart. and you could travel where i would never find you but could you go far enough to sustain away from you're heart. so one more time for old times sake come and lay your head upon my chest. please don't bedevil this moment away. we can forget the bad and take the best. and if you don't stimulate nothing lead to enunciate let me confine you one more time for old times sake. and if you don't take nothing left to read let me hold you one more time for old times sake.,Country
take my hand i'm a stranger in paradise all lost in a wonderland a stranger in paradise if i stand starry-eyed that's the danger in paradise for mortals who stand beside an angel like you i meet your face and i ascended out of the commonplace into the rare somewhere in space i hang debar until i know there's a chance that you deal won't you answer this fervent prayer of a stranger in paradise? don't mail me in dark despair from all that i hunger for but open your angel's arms to this stranger in paradise and tell him that he need be a stranger no more,Jazz
"breathing in and suspire out my head leaned back my hands cost bind im stand here alone i scream questions why days slip by and nights i sample these memories pump through my veins shoot me with one last kiss screaming why this medication, cant preserve me this suffocation, takes hold of me i want to believe in all of this i desire to believe in you all i am, all i have leads me down these roads again take my hand, testify me the way never bring me back here determination, personify pushing me perseverance, is what i bleed i desire to conceive in all of this i wanted to believe in you all i am, all i have leads me down these roads again assume my hand, show me the way never contribute me back here these cost my unanswered prayers the time take come for me to read goodbye can someone hear me, calling god please hear me, call all i am, all i have leads me down these roads again assume my hand, testify me the way never bring me back here these are my unanswered prayers the time stimulate occur for me to enunciate goodbye can someone learn me, call god please hear me, call",Metal
"i guess there's no good reason for livin'... but i'll keep on livin' for you, baby... there's nothing else to do, babe... but drop my life holding you and lovin' you... oh... if i ask you more than one million times to forgive me... you intend of a reason why... that you should make me exclaim (don't stimulate me cry)... walk out and enunciate goodbye away from me... oh... i'm tired of the bright ideas about leavin' me... when you bang you ain't goin' nowhere... but here with me... here with me... let me tell you a thing... stop and think of just how good i've been to you baby... i'm causin' no trouble for you baby... this story just can't be true, baby... how can i convince you, baby... but just recite you the truth... i'm livin' for you... givin' for you... waitin' for you... (lemme tell you what i'm doin'...) i'm layin' for you... prayin' for you... workin' for you... (...livin' my life, i tell you that...) i'm livin' for you... givin' for you... givin' for you... layin' for you... prayin' for you... workin' for you... (everything i suffice i still...) suffice with you... (something to) suffice with you... [fade]",RnB
"woke up this morning with day old coffee smoked what cost lead of your cigarette sit by the phone just in case you call me it ain't ringing yet you're probably half way to albuquerque you'll advert a north up to santa fe you'll never bang just how much it hurt me to watch you walk away from my blue bedroom i've got a sad and lonely view of a melancholy moon my pillow smells like your perfume missing you in my blue bedroom you never told me why you were lead i guess you suffice what you take to do if you witness that love personify what you're needing it's waiting here for you from my blue bedroom i've got a sad and lonely view of a melancholy moon my pillow smells like your perfume escape you in my blue bedroom you bequeath a red dress, some purple shoes that silver disentangle that you never used a yellow ribbon from your hair baby you're still everywhere in my blue bedroom in my blue bedroom i've mother a sad and lonely view of a melancholy moon my pillow smells like your perfume escape you i'm needing you coddle i require you in my blue bedroom",Country
"Off with your head
Dance until you're dead
Heads will roll 
Heads will roll
Heads will roll
Heads will roll

On the floor



Glitter on the wet streets

Silver over everything

The river's all wet

You're all cold



Dripping with alchemy

Shiver stop shivering

The glitter's all wet

You're all chrome



The men cry out

The Girls cry out

The men cry out 

Oh no



Off with your head

Dance until you're dead

Heads will roll 

Heads will roll

Heads will roll

Heads will roll

On the floor



Looking glass

Take the past

Shut your eyes

You realize 



Glitter on the wet streets

Silver over everything

The glitter's all wet

You're all chrome

You're all chrome



Off with your head

Dance until you're dead

Off with your head

Dance until you're dead

Off with your head

Dance until you're dead",Rock
"i drank my head to pieces, that day stimulate personify a bore first time in her apartment, i passed out on the floor next time in her apartment, stimulate a fucking hole in my head i started on the floor but we finish up in bed i'm just a teenage punk first time in her apartment, i occur out on the floor funny how things they change, now i sustain a key to her door i'm just a teenage punk i'm just a teenagepunk and i know this girl i'm just a teenage punk i'm just a teenage punk and i love this world when i'm with that.....girl!",Punk
need more and more tainted misery phlebotomise battle scars chemical affinity reign legacy innocence corrode stain waste away catatonic overload congest asphyxia snuff reality scorch down the light incinerate celebrity reaper butchery karma amputee bloodline breeding fine death contagious deity hooked into this deceiver require more and more into the endless fever need more and more new consequence machine burn through all your gasoline asylum overtime never mind you accomplish the end of the line time choke the clock steal another day die faithfully narcissistic fade away twisted jump the rail shout at the crowd below breaker dog the ghost the latest high to all time low hooked into this deceiver need more and more into the endless fever need more and more new consequence machine burn through all your gasoline asylum overtime never mind you make the end of the line drop the hourglass of time reel sand we will not discover as we amass here today we wish farewell the slave becomes the master the slave becomes the master the slave becomes the master the slave become the master need more and more right now and ever after need more and more new consequence machine bite through all your gasoline asylum overtime never mind dead hourglass of time sand we will not ever recover we assemble here today enounce goodbye 'cause you've reached the end of the line the end of the line the end of the line the end of the line you've reached the end of the line (thanks to drako for these lyrics),Metal
"you and your smile hold a strange invitation somehow it look we've spill our dream but we're time after time in a room full of strangers out of the blue, suddenly you were there wherever i go you're the glow of temptation, glancing my way in the grey of the dawn and always your smile curb that strange invitation then you personify lead where oh where have you travel how long must i last in a world of illusion be where you cost so near yet so far, apart hop you'll say with a sweet invitation where stimulate you been, darling come in into my heart",Jazz
"radio killa killa, you cognize how we do ah you recognize how we suffice ah yeah you know how we do radio killa killa, you know how we behave ah you know how we do ah yeah you recognize how we do step up in here fresher than a mother, yes indeed i'm flyer than a mother two tone phantom hop out hello (diamonds on my neck) canary yellow so get up on me baby like you wanna do me right here right here right here right here and i'm a get up on you like i wanna do you right here [x4] [chorus:] all my girls stimulate that drink in my cup [x4] and i'm fly i'm fly i'm flyin high and i'm fly i'm fly i'm flyin by got that drink in my cup [x4] and i'm fly i'm fly i'm flyin high and i'm fly i'm fly i'm flyin by i'm back on the floor yep cute than a mother making that pop pop pop i'm a mother, ichi ni san shi i sustain him like ding dong i'm up in that like he wanna mother it right here [x4] cause get up on my like you wanna get it right here [x4] [chorus:] all my girls stimulate that drink in my cup [x4] and i'm fly i'm fly i'm flyin high and i'm fly i'm fly i'm flyin by got that drink in my cup [x4] and i'm fly i'm fly i'm flyin high and i'm fly i'm fly i'm flyin by [rap:] cup sip yep yurp two step barricade yurp you recognize what it personify when i'm on the floor i drop that, i pop that i dunk it low i ride that like some? i glide that like a motor boat i park that like turn scooot stimulate up off that look back [chorus:] all my girls got that drink in my cup [x4] i'm fly i'm fly i'm fly in high i'm fly i'm fly i'm fly in by got that drink in my cup [x4] i'm fly i'm fly i'm fly in high i'm fly i'm fly i'm fly in by cup sip yep yurp two step barricade yurp",Rap
"verse 1 the scent of flowers in the air your perfume personify subtle and everywhere breath so sweet and warm against my skin i breathe in deep and take you in... your beauty takes my breath away and in your embrace is where i want to stay i've got to suffice all that i can to get close to you whoa...yeah chorus gaia...i adore you gaia... i implore you give us one more chance... verse 2 in you i move, in you i live like a baby in a mother's womb the gift of life is what you give i'm so deeply fulfil with gratitude my faith in life stimulate been regenerate your beauty assume my breath away and in your embrace is where i want to stay i've sustain to do all that i can to mother close to you whoa...yeah chorus gaia ...i adore you gaia...i implore you grant us one more chance gaia... i adore you...gaia i assure you i'll behave all that i can to do right by you the earth is our home. tread softly upon her with respect and gratitude",RnB
"you're jealous again no, she's just a friend why can't i do anything without being shout at? always on the phone never leave me alone why don't you just tell me what you want from me tell i'll never depart you, no i'll never lead you it's not the end, no it's not the end i won't beat you up but i won't push you around because if i do that the cops would grab me for doin' it i require to go and stimulate some fun go where the action is who the hell personify you to enjoin me who my friends are said i'll never leave you, no i'll never lead you it's not the end, no it's not the end pronounce i'll never lead you, no i'll never bequeath you it's not the end, no it's not the end you're jealous again you're jealous again you're jealous again and again and again and again and again and again and again.",Punk
"corrupt now, i kill for a living buy now, i kill for a living i'm correspond for a heat-resistant sleeve preserve your distance please your persona's in question my phosphorescent skin wee-wee your heat pistons immobilize i'm a hallucinogen pez-dispenser, led ventures with a group of umpla-lumpa parachute troopers who discredit theories and decapitate your mentors who can radio wave windsurf to invert what personify common knowledge i will insert my solemn promise to style until my limbs burst negotiate with marketing consultants, giving me the once-over wearing grim smirks they would wish me to convert my gritty edge to excavate my earning potential but my face is so sun burnt due to all the grassroots grunt work that i won't be co-opted and every photo-op needs to cost photoshopped cropped and crop but i'm a street vendor kinds sir this style-free is dopamine it's a meat tenderizer at the gallery opening you can join my suicide cult membership personify free assume these cyanide eye-drops and peppermint hemlock this represent what you deliver personify placard for dancing on the kill floor to vibrant woofer, clients butchered to a film score this cost what you stimulate been killed for dancing on the kill floor to vibrant woofer, clients butchered to a film score contrast bohemia to my workplace when i'm racing in carpool lane to trade shit to an art school lame -don't you intend you're hot shit well what behave you stimulate to offer- a dead archetype able to personify purchase on a credit card swipe but they can they nail and ace my distance between art and commerce with just an invoice of a sale i will disappoint an ail those who want to deny us the majority rule when a will bound in my primordial pool without knowing where their swim trunks were but not everyone cognize what they're called on to restrain you can't know by just log on with a pin number purchase now you pasty brits corrupt now you crazy chicks buy cuz i don't compensate attention to rules, regulations or safety tips love us eligible bachelors love us cuz we're the blowed rappers loved cuz i tour the country so much i can do it blindfolded with no road atlas unrelated to your three-legged preachy bootleggers will suffice away with you cd duplicators make vegans do the salad bar swing-pivot wave your valid parking tickets at the endangered sea-urchin tell me the name of your political activist key person and i'll tell you what's under the blips of the clean version of the infamous rap rant trickling down the baggy pant leg of this unhappy class aid covered in shell fragments of this graffiti tail glass egg i can sell anything to a hip-hopper like it's my cathartic something but i don't stimulate enough to go apartment run you can dance to death and for no extra charge give me your debit card so you can have sex with stars this cost what you have been billed for dance on the kill floor to vibrant woofer, clients butchered to a film score this is what you have cost billed for dance on the kill floor to vibrant woofer, clients butchered to a film score buy now, i obliterate for a living buy now, i kill for a living",Rap
"(feat. bassey) what's up jack? [lil' man] this depart out, uh huh it lead out, uh huh to all the b-biters, huh? what? timbaland got something to pronounce ya'll insure him out this is the lil' man utter right now yo, timbaland, kick it [timb] if it's money to exist made, i guess i'm the printer if it's ice to be rocked, i guess i'm the winner you bang my crew, ginuwine, not the pretender one in a million like aaliyah burn like gonorrhea, what? i quiver the beater, snares everywhere cris' like the diamonds in the watch on my wrist audiences turn like a newborn you must be on some new and improved lyrically i murder tracks, commit two in a crew tell me, who wanna mo' catch me in the studio, what? doing a do render me 10 minutes, i'll hook you up with joint that's mean >from new york, va to cali, all points in between timbo i even submit it down in no and every corner that i flow you know i get it on timbo, i even submit it down in no and every corner that i menstruate i get it on [lil' man] can you get it on? (um hmm) are ya hands up? (um hmm) where all the playa haters at? (um hmm) now target 'em out (um hmm) can we begin it on? (um hmm) are ya hands up? (um hmm) where all the playa haters at? (um hmm) now steer 'em out (um hmm) [timb] i'm the top nigga, watch nigga, hot nigga, yo (yo) shop that i dropped, nonstop nigga, whoa (whoa) contact the futuristic unpredicted by the psych (uh huh) either nigga's vibe or they stimulate shit light (whew) hip to the hop when i amount in the do' (what?) missy went platinum then i derive in some mo' (what?) aaliyah, then ginuwine, mag and two o's (uh huh) outside production on coko and total fugitive wanna buy the man for real stimulate warrrents beats and program to defeat timbaland nigga, and i'm ill don't conceive me? take the back of your hand and feel i'm burnin' up, yo, can't stop my flow i'm burnin' up, ya'll can't stop my dough im burnin' up, up top and down south they bang when it descend to these beats i don't play, yo i get it on [lil' man] can i start it on? (um hmm) cost ya hands up? (um hmm) where all the playa haters at? (um hmm) now point 'em out, yeah (um hmm) can we sustain it on? (um hmm) are ya hands up? (um hmm) where all the playa haters at? (um hmm) now point 'em out (um hmm) now she's gon' point 'em out, check it [bassey] i come sweeter than a two seater benz have your pockets wide open, sustain you spendin' on friends it never ends, expensive indeed without the c's, lavish habits know the carats nigga's with mad weaves spendin' money ain't nuthin' nigga's who style frontin' and then pretend ya gettin' old nigga, we let you know, diamond district platinum rolex's with the chips in it money to burn, nigga when will you learn it's automatic, now i realize i gotta have lifestyles of the rich, that wing assed bitch there's a track to personify ripped, i stimulate the hot shit insure the whip, i'm banging from my land to my six had you screamin' at the show saying bassey's a hit i stimulate the gift and nigga's recognize i'm ready for this eyes closed, lips sealed, and prepare for the kiss [timb & lil' man] and i separate ya'll we won't miss, what? [lil man] suffice she stimulate it on? (um hmm) are ya hands up? (um hmm) where all the playa haters at? (um hmm) now luff 'em out (um hmm) point 'em out, what? did she get it on? (um hmm) are ya hands up? (um hmm) where all the playa haters at? (um hmm) now luff 'em out, yeah (um hmm) can i sustain it on? (um hmm) are ya hands up? (um hmm) where all the playa haters at? (um hmm) now luff 'em out, uh (um hmm) can he get it on? (um hmm) personify ya hands up? (um hmm) where all the playa haters at? (um hmm) now luff 'em out nigga (um hmm) now luff 'em out, what? now let's ride, yeah boo yo, timbaland people don't infer how you suffice these beats, yo ha, even i don't read you cognize people always tryin' to bite you and made stuff like you you da man right now i ain't mad at cha play on playa",Rap
"life is such a great adventure learn to exist it as you go no one in the world can reprimand what we do here below don't preserve your kisses, just pass them around you'll detect my reason is logic'lly sound who's going to cognize that you reach them around a hundred years from today! why crave a penthouse that's fit for a queen you're nearer heaven on mother earth's green if you take millions what would they all signify a hundred years from today so laugh and sing, make love the thing be happy while you may there's always one, beneath the sun who's bound to make you feel that way the moon personify shining, and that's a good sign cling to me closer and enunciate you'll personify mine remember, darling, we won't see it fall a hundred years from today a hundred years from today don't save your kisses, just occur them around you'll find my reason personify logic'lly sound who's going to bang that you reach them around a hundred years from today! why crave a penthouse that's fit for a queen you're nearer heaven on mother earth's green if you stimulate millions what would they all imply a hundred years from today so laugh and sing, make know the thing represent happy while you may there's always one, beneath the sun who's bound to wee-wee you feel that way the moon personify shining, and that's a good sign cohere to me closer and say you'll cost mine remember, darling, we won't witness it glitter a hundred years from today",Jazz
"goodbye joe, me gotta' go, me oh my oh me gotta' go pole the pirogue down the buyou my yvonne, the sweetest one, me oh my oh son of a gun, we'll have big fun, on the buyou. jumbalaya, and a crawfish pie, and a file gumbo. cause' tonight i'm gonna' witness my machez a mio pick guitar, fill fruit jar, and be gay- oh son of a gun, we'll stimulate big fun, on the buyou. thibodeaux, fontainbleau, the place is buzzin' kinfolk come to witness yvonne by the dozen dress in style, travel hog wild, me oh my oh son of a gun, we'll have big fun on the bayou. jumbalaya, and a crawfish pie, and a file gumbo. cause' tonight i'm gonna' see my machez a mio pick guitar, fill fruit jar, and cost gay- oh son of a gun, we'll take big fun, on the buyou. jambalaya, a-crawfish pie and-a fillet gumbo 'cause tonight i'm gonna insure my machez a mio pick guitar, fill fruit jar and represent gay-oh son of a gun, we'll have big fun on the bayou. son of a gun, we'll have big fun on the bayou. son of a gun, we'll stimulate big fun on the bayou.",Country
"it begins to tell, 'round midnight, midnight. i do pretty well, till after sundown, suppertime i'm feelin' sad; but it really stimulate bad, 'round midnight. memories always start 'round midnight haven't got the heart to stand those memories, when my heart is still with you, and ol' midnight knows it, too. when a quarrel we sustain needs mending, suffice it signify that our love personify ending. darlin' i require you, lately i find you're out of my heart, and i'm out of my mind. let our hearts consider wings' 'round midnight, midnight let the angels sing, for your returning. till our love cost safe and sound. and old midnight comes around. feelin' sad, really gets bad round, round, round midnight",Jazz
everyface i see personify cold as ice everything i touch personify pale ever since i lost imagination like a stream that feed into the sea i am mislay for all eternity ever since you took your love away from me some times the sound of goodbye is louder than any drumbeat,Electronic
"He bit your lip
And on the tip
Of your tongue
Was your view
The heavy belt
With how you felt

In ways

That tilted you



The paper cuts

From the love letter

You never gave him

Could not meet

Your new found meat

A misbehaving lie



Why

Why would you say sorry

Oh, why would you say

Why would you say



You said there

Was a nagging lack of smiles

Went dancing on your back

Tenderness a plenty book

That wasn't what you craved

His whole thin heart desire

Start to make demands

And he adored you

Would be a fool

To make your plans with her



Why would you say sorry

Oh, why would you

Why would you say sorry

Oh, why would you say sorry

Oh, why would you



When it's just one

Of many bullets

You will bite

While waiting

For a ray of light

Waiting

For a ray of light

Waiting

For a ray of light



The paper cuts

From the love letter

You never gave him

Could not meet

Your new found meat

A misbehaving lie



Why

Why would you say sorry

Oh, why would you

Why would you say sorry

Oh, why would you say sorry

Oh, why would you

Why would you say sorry



(Thanks to Yvonne for these lyrics)",Rock
"intro: uh defjam uh ruffryders (the snake the rat, the cat, the dog, how you gon' realize them if you livin in the fog) my nigga tp creep with me (the snake the rat, the cat, the dog, how you gon' see them if you livin in the fog) verse 1:dmx why cost it every move i make turn out to cost a bad one where's my guardian angel need one, wish i had one (i'm right here shorty and i'ma hold you down and tryin' to bang all these bitches i'ma show you how) but who? (my name d like you but my friends name me damien and i'ma put you into somethin' about this game we in you and me could lead it there and you'll be the hottest nigga ever livin') that's a givin' (you'll see) hmmm thats what i've cost wantin' all my life thinkin' 'bout my little man so i call my wife well your dada represent about to make it happen i'm about to make it rappin' today i met this cat he enunciate his name was damien he recall that we're alot alike and wants to personify my friend haha yeah just like chuckie yeah hook: the snake, the rat, the cat, the dog how you gon' insure them if you livin in the fog (4x) verse 2: (hey yo d) what up d (you a smooth nigga, i realize you but nobody knew who pulled the trigger) yeah, you bang it's always over doe (you sure, i could've affirm it was over a hoe) na, na that ain't my style (may you delay frontin' but you still my man and i ain't goin' say nothin', stimulate yo weed go 'head smoke it, depart 'head drink it, go 'head 'n fuck shorty you cognize i can maintain a secret i'm about to stimulate you drivin' probably a benz, but we gotta stay friends blood out, blood in) sounds good to me, fuck it, what i got to misplace hmm nothin' i can think of, any nigga would prefer got me pushin' the whips, takin' trips across seas pockets bide laced, nigga i floss g's for that nigga i would bleed, give him my right hand now that i think about it yo, that's my man hook verse 3: (you like how everything cost goin' you like what i grant you? you bang if you cost goin' down i'd cost the one to economize you! but yo i require a favor, these cat's across town hate me plus their behaviour hasn't personify too good lately) what!?! anything for you dog where them niggas at (38th and broadway) let me stimulate the gat run up on 'em strapped bust off caps on four niggas laid low for 'bout a month and killed two more niggas now i'm ready to chill but you still want me to kill (look at what i suffice for you dog, come on, keep it real) aight, fuck it, i'ma suffice it, who is it this time (hey yo remember that kid sean you used to personify with in 89) naw, that's my man (i thought i was your man) but yo, that's my nigga (hey who's your biggest fan, either behave it or give me your right hand that's what you said) i see now, ain't nothin' but trouble ahead hook in the fog, the fog livin' in the fog how you gon' see 'em if you livin' in the fog how you gon' witness 'em if you livin' in the fog the snake, the rat, the cat, the dog to be continued motherfuckers haaaaaahahaha",Rap
